INFO   | jvm 1    | 2010/10/19 16:44:34 |   class org.neo4j.rest.web.security.AuthenticationExceptionMapper
INFO   | jvm 1    | 2010/10/19 16:44:34 |   class org.neo4j.rest.web.DatabaseBlockedExceptionMapper
INFO   | jvm 1    | 2010/10/19 16:44:34 | 19/10/2010 16:44:34 com.sun.jersey.server.impl.application.WebApplicationImpl _initiate
INFO   | jvm 1    | 2010/10/19 16:44:34 | INFO: Initiating Jersey application, version 'Jersey: 1.3 06/17/2010 04:53 PM'
STATUS | wrapper  | 2010/10/19 16:44:50 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2010/10/19 16:44:50 | Shutting down the server
INFO   | jvm 1    | 2010/10/19 16:44:50 | 2010-10-19 16:44:50.894:INFO::Stopped SocketConnector@0.0.0.0:9999
STATUS | wrapper  | 2010/10/19 16:44:51 | <-- Wrapper Stopped
STATUS | wrapper  | 2010/10/19 16:44:55 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2010/10/19 16:44:55 | Launching a JVM...
INFO   | jvm 1    | 2010/10/19 16:44:55 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2010/10/19 16:44:55 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2010/10/19 16:44:55 | 
INFO   | jvm 1    | 2010/10/19 16:44:56 | Using database at [neo4j-rest-db]
INFO   | jvm 1    | 2010/10/19 16:44:56 | Running server at [http://localhost:9999/]
INFO   | jvm 1    | 2010/10/19 16:44:56 | 2010-10-19 16:44:56.036:INFO::Logging to STDERR via org.mortbay.log.StdErrLog
INFO   | jvm 1    | 2010/10/19 16:44:56 | 2010-10-19 16:44:56.088:INFO::jetty-6.1.25
INFO   | jvm 1    | 2010/10/19 16:44:56 | 2010-10-19 16:44:56.147:INFO::Started SocketConnector@0.0.0.0:9999
INFO   | jvm 1    | 2010/10/19 16:44:56 | Press Ctrl-C to kill the server
INFO   | jvm 1    | 2010/10/19 16:44:57 | 19/10/2010 16:44:57 com.sun.jersey.api.core.PackagesResourceConfig init
INFO   | jvm 1    | 2010/10/19 16:44:57 | INFO: Scanning for root resource and provider classes in the packages:
INFO   | jvm 1    | 2010/10/19 16:44:57 |   org.neo4j.rest.web
INFO   | jvm 1    | 2010/10/19 16:44:57 | 19/10/2010 16:44:57 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/19 16:44:57 | INFO: Root resource classes found:
INFO   | jvm 1    | 2010/10/19 16:44:57 |   class org.neo4j.rest.web.ResourcesService
INFO   | jvm 1    | 2010/10/19 16:44:57 |   class org.neo4j.rest.web.JsonAndHtmlWebService
INFO   | jvm 1    | 2010/10/19 16:44:57 | 19/10/2010 16:44:57 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/19 16:44:57 | INFO: Provider classes found:
INFO   | jvm 1    | 2010/10/19 16:44:57 |   class org.neo4j.rest.web.DatabaseBlockedExceptionMapper
INFO   | jvm 1    | 2010/10/19 16:44:57 |   class org.neo4j.rest.web.security.AuthenticationExceptionMapper
INFO   | jvm 1    | 2010/10/19 16:44:57 | 19/10/2010 16:44:57 com.sun.jersey.server.impl.application.WebApplicationImpl _initiate
INFO   | jvm 1    | 2010/10/19 16:44:57 | INFO: Initiating Jersey application, version 'Jersey: 1.3 06/17/2010 04:53 PM'
STATUS | wrapper  | 2010/10/19 18:09:51 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2010/10/19 18:09:52 | Shutting down the server
INFO   | jvm 1    | 2010/10/19 18:09:52 | 2010-10-19 18:09:52.538:INFO::Stopped SocketConnector@0.0.0.0:9999
STATUS | wrapper  | 2010/10/19 18:09:53 | <-- Wrapper Stopped
STATUS | wrapper  | 2010/10/19 18:10:02 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2010/10/19 18:10:02 | Launching a JVM...
INFO   | jvm 1    | 2010/10/19 18:10:03 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2010/10/19 18:10:03 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2010/10/19 18:10:03 | 
INFO   | jvm 1    | 2010/10/19 18:10:03 | Using database at [neo4j-rest-db]
INFO   | jvm 1    | 2010/10/19 18:10:03 | Running server at [http://localhost:9999/]
INFO   | jvm 1    | 2010/10/19 18:10:03 | 2010-10-19 18:10:03.707:INFO::Logging to STDERR via org.mortbay.log.StdErrLog
INFO   | jvm 1    | 2010/10/19 18:10:03 | 2010-10-19 18:10:03.778:INFO::jetty-6.1.25
INFO   | jvm 1    | 2010/10/19 18:10:03 | 2010-10-19 18:10:03.847:INFO::Started SocketConnector@0.0.0.0:9999
INFO   | jvm 1    | 2010/10/19 18:10:03 | Press Ctrl-C to kill the server
INFO   | jvm 1    | 2010/10/19 18:10:05 | 19/10/2010 18:10:05 com.sun.jersey.api.core.PackagesResourceConfig init
INFO   | jvm 1    | 2010/10/19 18:10:05 | INFO: Scanning for root resource and provider classes in the packages:
INFO   | jvm 1    | 2010/10/19 18:10:05 |   org.neo4j.rest.web
INFO   | jvm 1    | 2010/10/19 18:10:05 | 19/10/2010 18:10:05 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/19 18:10:05 | INFO: Root resource classes found:
INFO   | jvm 1    | 2010/10/19 18:10:05 |   class org.neo4j.rest.web.ResourcesService
INFO   | jvm 1    | 2010/10/19 18:10:05 |   class org.neo4j.rest.web.JsonAndHtmlWebService
INFO   | jvm 1    | 2010/10/19 18:10:05 | 19/10/2010 18:10:05 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/19 18:10:05 | INFO: Provider classes found:
INFO   | jvm 1    | 2010/10/19 18:10:05 |   class org.neo4j.rest.web.security.AuthenticationExceptionMapper
INFO   | jvm 1    | 2010/10/19 18:10:05 |   class org.neo4j.rest.web.DatabaseBlockedExceptionMapper
INFO   | jvm 1    | 2010/10/19 18:10:05 | 19/10/2010 18:10:05 com.sun.jersey.server.impl.application.WebApplicationImpl _initiate
INFO   | jvm 1    | 2010/10/19 18:10:05 | INFO: Initiating Jersey application, version 'Jersey: 1.3 06/17/2010 04:53 PM'
STATUS | wrapper  | 2010/10/19 18:10:13 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2010/10/19 18:10:13 | Shutting down the server
INFO   | jvm 1    | 2010/10/19 18:10:13 | 2010-10-19 18:10:13.950:INFO::Stopped SocketConnector@0.0.0.0:9999
STATUS | wrapper  | 2010/10/19 18:10:14 | <-- Wrapper Stopped
STATUS | wrapper  | 2010/10/20 13:20:00 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2010/10/20 13:20:00 | Launching a JVM...
INFO   | jvm 1    | 2010/10/20 13:20:02 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2010/10/20 13:20:02 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2010/10/20 13:20:02 | 
INFO   | jvm 1    | 2010/10/20 13:20:02 | Using database at [neo4j-rest-db]
INFO   | jvm 1    | 2010/10/20 13:20:02 | Running server at [http://localhost:9999/]
INFO   | jvm 1    | 2010/10/20 13:20:02 | 2010-10-20 13:20:02.484:INFO::Logging to STDERR via org.mortbay.log.StdErrLog
INFO   | jvm 1    | 2010/10/20 13:20:02 | 2010-10-20 13:20:02.601:INFO::jetty-6.1.25
INFO   | jvm 1    | 2010/10/20 13:20:02 | 2010-10-20 13:20:02.705:INFO::Started SocketConnector@0.0.0.0:9999
INFO   | jvm 1    | 2010/10/20 13:20:02 | Press Ctrl-C to kill the server
INFO   | jvm 1    | 2010/10/20 15:06:42 | 20/10/2010 15:06:42 com.sun.jersey.api.core.PackagesResourceConfig init
INFO   | jvm 1    | 2010/10/20 15:06:42 | INFO: Scanning for root resource and provider classes in the packages:
INFO   | jvm 1    | 2010/10/20 15:06:42 |   org.neo4j.rest.web
INFO   | jvm 1    | 2010/10/20 15:06:43 | 20/10/2010 15:06:42 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/20 15:06:43 | INFO: Root resource classes found:
INFO   | jvm 1    | 2010/10/20 15:06:43 |   class org.neo4j.rest.web.ResourcesService
INFO   | jvm 1    | 2010/10/20 15:06:43 |   class org.neo4j.rest.web.JsonAndHtmlWebService
INFO   | jvm 1    | 2010/10/20 15:06:43 | 20/10/2010 15:06:42 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/20 15:06:43 | INFO: Provider classes found:
INFO   | jvm 1    | 2010/10/20 15:06:43 |   class org.neo4j.rest.web.security.AuthenticationExceptionMapper
INFO   | jvm 1    | 2010/10/20 15:06:43 |   class org.neo4j.rest.web.DatabaseBlockedExceptionMapper
INFO   | jvm 1    | 2010/10/20 15:06:43 | 20/10/2010 15:06:43 com.sun.jersey.server.impl.application.WebApplicationImpl _initiate
INFO   | jvm 1    | 2010/10/20 15:06:43 | INFO: Initiating Jersey application, version 'Jersey: 1.3 06/17/2010 04:53 PM'
STATUS | wrapper  | 2010/10/20 15:41:58 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2010/10/20 15:41:59 | Shutting down the server
INFO   | jvm 1    | 2010/10/20 15:41:59 | 2010-10-20 15:41:59.403:INFO::Stopped SocketConnector@0.0.0.0:9999
INFO   | jvm 1    | 2010/10/20 15:41:59 | Unable to close logical log
INFO   | jvm 1    | 2010/10/20 15:41:59 | java.io.FileNotFoundException: neo4j-rest-db/nioneo_logical.log.active (No such file or directory)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.open(Native Method)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:212)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:98)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.setActiveLog(XaLogicalLog.java:1358)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.close(XaLogicalLog.java:709)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaContainer.close(XaContainer.java:102)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.nioneo.xa.NeoStoreXaDataSource.close(NeoStoreXaDataSource.java:229)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.nioneo.xa.NioNeoDbPersistenceSource.stop(NioNeoDbPersistenceSource.java:78)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.GraphDbInstance.shutdown(GraphDbInstance.java:269)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.EmbeddedGraphDbImpl.shutdown(EmbeddedGraphDbImpl.java:260)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.EmbeddedGraphDatabase.shutdown(EmbeddedGraphDatabase.java:118)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownGraphDatabase(DatabaseLocator.java:273)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownAndBlockGraphDatabase(DatabaseLocator.java:288)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.Main$1.run(Main.java:35)
INFO   | jvm 1    | 2010/10/20 15:41:59 | Unable to close logical log
INFO   | jvm 1    | 2010/10/20 15:41:59 | java.io.FileNotFoundException: neo4j-rest-db/lucene/lucene.log.active (No such file or directory)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.open(Native Method)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:212)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:98)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.setActiveLog(XaLogicalLog.java:1358)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.close(XaLogicalLog.java:709)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaContainer.close(XaContainer.java:102)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.index.lucene.LuceneDataSource.close(LuceneDataSource.java:207)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.XaDataSourceManager.unregisterAllDataSources(XaDataSourceManager.java:139)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.TxModule.stop(TxModule.java:101)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.GraphDbInstance.shutdown(GraphDbInstance.java:271)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.EmbeddedGraphDbImpl.shutdown(EmbeddedGraphDbImpl.java:260)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.EmbeddedGraphDatabase.shutdown(EmbeddedGraphDatabase.java:118)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownGraphDatabase(DatabaseLocator.java:273)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownAndBlockGraphDatabase(DatabaseLocator.java:288)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.Main$1.run(Main.java:35)
INFO   | jvm 1    | 2010/10/20 15:41:59 | Unable to close logical log
INFO   | jvm 1    | 2010/10/20 15:41:59 | java.io.FileNotFoundException: neo4j-rest-db/lucene-fulltext/lucene.log.active (No such file or directory)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.open(Native Method)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:212)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:98)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.setActiveLog(XaLogicalLog.java:1358)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.close(XaLogicalLog.java:709)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaContainer.close(XaContainer.java:102)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.index.lucene.LuceneDataSource.close(LuceneDataSource.java:207)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.XaDataSourceManager.unregisterAllDataSources(XaDataSourceManager.java:139)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.impl.transaction.TxModule.stop(TxModule.java:101)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.GraphDbInstance.shutdown(GraphDbInstance.java:271)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.EmbeddedGraphDbImpl.shutdown(EmbeddedGraphDbImpl.java:260)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.kernel.EmbeddedGraphDatabase.shutdown(EmbeddedGraphDatabase.java:118)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownGraphDatabase(DatabaseLocator.java:273)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownAndBlockGraphDatabase(DatabaseLocator.java:288)
INFO   | jvm 1    | 2010/10/20 15:41:59 | 	at org.neo4j.rest.Main$1.run(Main.java:35)
STATUS | wrapper  | 2010/10/20 15:41:59 | <-- Wrapper Stopped
STATUS | wrapper  | 2010/10/20 15:42:03 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2010/10/20 15:42:03 | Launching a JVM...
INFO   | jvm 1    | 2010/10/20 15:42:04 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2010/10/20 15:42:04 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2010/10/20 15:42:04 | 
INFO   | jvm 1    | 2010/10/20 15:42:04 | Using database at [neo4j-rest-db]
INFO   | jvm 1    | 2010/10/20 15:42:04 | Running server at [http://localhost:9999/]
INFO   | jvm 1    | 2010/10/20 15:42:04 | 2010-10-20 15:42:04.251:INFO::Logging to STDERR via org.mortbay.log.StdErrLog
INFO   | jvm 1    | 2010/10/20 15:42:04 | 2010-10-20 15:42:04.305:INFO::jetty-6.1.25
INFO   | jvm 1    | 2010/10/20 15:42:04 | 2010-10-20 15:42:04.375:INFO::Started SocketConnector@0.0.0.0:9999
INFO   | jvm 1    | 2010/10/20 15:42:04 | Press Ctrl-C to kill the server
INFO   | jvm 1    | 2010/10/20 15:42:06 | 20/10/2010 15:42:06 com.sun.jersey.api.core.PackagesResourceConfig init
INFO   | jvm 1    | 2010/10/20 15:42:06 | INFO: Scanning for root resource and provider classes in the packages:
INFO   | jvm 1    | 2010/10/20 15:42:06 |   org.neo4j.rest.web
INFO   | jvm 1    | 2010/10/20 15:42:06 | 20/10/2010 15:42:06 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/20 15:42:06 | INFO: Root resource classes found:
INFO   | jvm 1    | 2010/10/20 15:42:06 |   class org.neo4j.rest.web.ResourcesService
INFO   | jvm 1    | 2010/10/20 15:42:06 |   class org.neo4j.rest.web.JsonAndHtmlWebService
INFO   | jvm 1    | 2010/10/20 15:42:06 | 20/10/2010 15:42:06 com.sun.jersey.api.core.ScanningResourceConfig logClasses
INFO   | jvm 1    | 2010/10/20 15:42:06 | INFO: Provider classes found:
INFO   | jvm 1    | 2010/10/20 15:42:06 |   class org.neo4j.rest.web.DatabaseBlockedExceptionMapper
INFO   | jvm 1    | 2010/10/20 15:42:06 |   class org.neo4j.rest.web.security.AuthenticationExceptionMapper
INFO   | jvm 1    | 2010/10/20 15:42:06 | 20/10/2010 15:42:06 com.sun.jersey.server.impl.application.WebApplicationImpl _initiate
INFO   | jvm 1    | 2010/10/20 15:42:06 | INFO: Initiating Jersey application, version 'Jersey: 1.3 06/17/2010 04:53 PM'
STATUS | wrapper  | 2010/10/20 15:42:38 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2010/10/20 15:42:38 | Shutting down the server
INFO   | jvm 1    | 2010/10/20 15:42:38 | 2010-10-20 15:42:38.859:INFO::Stopped SocketConnector@0.0.0.0:9999
INFO   | jvm 1    | 2010/10/20 15:42:39 | Unable to close logical log
INFO   | jvm 1    | 2010/10/20 15:42:39 | java.io.FileNotFoundException: neo4j-rest-db/nioneo_logical.log.active (No such file or directory)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.open(Native Method)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:212)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:98)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.setActiveLog(XaLogicalLog.java:1358)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.close(XaLogicalLog.java:709)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaContainer.close(XaContainer.java:102)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.nioneo.xa.NeoStoreXaDataSource.close(NeoStoreXaDataSource.java:229)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.nioneo.xa.NioNeoDbPersistenceSource.stop(NioNeoDbPersistenceSource.java:78)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.GraphDbInstance.shutdown(GraphDbInstance.java:269)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.EmbeddedGraphDbImpl.shutdown(EmbeddedGraphDbImpl.java:260)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.EmbeddedGraphDatabase.shutdown(EmbeddedGraphDatabase.java:118)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownGraphDatabase(DatabaseLocator.java:273)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownAndBlockGraphDatabase(DatabaseLocator.java:288)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.rest.Main$1.run(Main.java:35)
INFO   | jvm 1    | 2010/10/20 15:42:39 | Unable to close logical log
INFO   | jvm 1    | 2010/10/20 15:42:39 | java.io.FileNotFoundException: neo4j-rest-db/lucene/lucene.log.active (No such file or directory)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.open(Native Method)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:212)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:98)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.setActiveLog(XaLogicalLog.java:1358)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.close(XaLogicalLog.java:709)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaContainer.close(XaContainer.java:102)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.index.lucene.LuceneDataSource.close(LuceneDataSource.java:207)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.XaDataSourceManager.unregisterAllDataSources(XaDataSourceManager.java:139)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.TxModule.stop(TxModule.java:101)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.GraphDbInstance.shutdown(GraphDbInstance.java:271)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.EmbeddedGraphDbImpl.shutdown(EmbeddedGraphDbImpl.java:260)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.EmbeddedGraphDatabase.shutdown(EmbeddedGraphDatabase.java:118)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownGraphDatabase(DatabaseLocator.java:273)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.rest.domain.DatabaseLocator.shutdownAndBlockGraphDatabase(DatabaseLocator.java:288)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.rest.Main$1.run(Main.java:35)
INFO   | jvm 1    | 2010/10/20 15:42:39 | Unable to close logical log
INFO   | jvm 1    | 2010/10/20 15:42:39 | java.io.FileNotFoundException: neo4j-rest-db/lucene-fulltext/lucene.log.active (No such file or directory)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.open(Native Method)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:212)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at java.io.RandomAccessFile.<init>(RandomAccessFile.java:98)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.setActiveLog(XaLogicalLog.java:1358)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaLogicalLog.close(XaLogicalLog.java:709)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.xaframework.XaContainer.close(XaContainer.java:102)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.index.lucene.LuceneDataSource.close(LuceneDataSource.java:207)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.XaDataSourceManager.unregisterAllDataSources(XaDataSourceManager.java:139)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.impl.transaction.TxModule.stop(TxModule.java:101)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.GraphDbInstance.shutdown(GraphDbInstance.java:271)
INFO   | jvm 1    | 2010/10/20 15:42:39 | 	at org.neo4j.kernel.EmbeddedGraphDbImpl.shutdown(EmbeddedGraphDbImpl.java:260)
